State,ST,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Child.Poverty.living.in.families.below.the.poverty.line,White,Black,Hispanic,Asian,Amerindian,Other,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Alabama,AL,"DeKalb County, Alabama",83.48922794,14.11485088,0.598021927,1.797899256,31.9,68.1,10.9,4.7,70.8,22197.79492,37.8,17.05,69646,17.7,20.45,28.45,83.5,1.45,12.05,0.25,1.05,1.6,37,4.7,4.9,0.09,60.4,0.337,0.18,0.324,0.129,207.4,76.2,0.233,0.085,169.35,2.68,78.3,7.7
Texas,TX,"Jack County, Texas",89.03863432,9.404013178,0.299490866,1.257861635,21.1,78.9,10.5,2.4,70.65,27125.01778,44.5,7.55,8867,39.4,17.55,28.6,80.9,4.15,12.55,0.35,0.8,1.25,39.2,,,0.1,59.5,0.294,,0.285,0.097,132.8,192.9,0.258,0.045,125.54,,92.6,
Virginia,VA,"Rockingham County, Virginia",69.16192249,25.62130501,0.569301511,2.977884826,22.1,77.9,21.9,8.2,73.4,27942.65524,13.95,8.05,74942,38.4,9.55,11.85,91.75,1.65,5,0.55,0.1,0.9,39.8,2.6,2.6,0.07,29.1,0.214,0.125,0.298,0.097,130.6,71.3,0.182,0.053,65.51,,56.6,7.5
Oklahoma,OK,"Craig County, Oklahoma",74.05676705,21.61647629,,4.326756663,19.5,80.5,13.5,5,74.05,22546.05429,15,16.4,15054,51.4,18.1,18.5,66,3.05,2.2,0.4,17.9,10.45,40.9,4.1,4.3,0.09,67.6,0.29,0.211,0.358,0.136,331.7,137.6,0.221,0.051,182.55,,96.4,
West Virginia,WV,"Harrison County, West Virginia",67.05540405,27.5405483,1.169800488,3.713937132,15.9,84.1,17.6,6,73.75,25126.72095,34.75,8.95,68731,32.1,18.9,29.35,95.1,1.5,1.25,0.55,0.15,1.5,41.5,5.2,4.3,0.09,49.5,0.349,0.218,0.32,0.129,180,55.1,0.194,0.063,278.94,5.44,85,7.6
Montana,MT,"Pondera County, Montana",66.09918579,27.27609178,1.258327165,4.996299038,13.4,86.6,19.3,5,73.85,19880.48953,45.8,10.9,6031,38.3,22.55,34.6,81.1,0.4,1.35,0.1,15.4,1.55,42.5,4.4,2.9,0.06,34.9,0.207,0.188,0.29,0.09,143.8,,0.258,0.056,159.74,,100.9,
New Jersey,NJ,"Camden County, New Jersey",32.21782187,64.5876146,0.876440888,1.878994906,14.6,85.4,27.9,10,79.2,34529.24,19.3,8.35,515297,63.6,11.3,16.85,61.75,18.3,13.15,4.8,0.2,1.8,37.2,4.1,4.1,0.09,37.4,0.379,0.192,0.275,0.093,588,397.9,0.14,0.106,621.62,9.02,61.5,9.1
Nevada,NV,"Lyon County, Nevada",67.35544146,25.86482619,,3.421429173,14.2,85.8,12.7,4.2,76.4,26573.61524,10.8,5.4,51455,27.8,12.1,13.25,78.35,0.65,14.7,0.85,2.2,3.25,39.6,4.1,4.4,0.08,39.1,0.289,0.249,0.309,0.096,246.8,69.4,0.229,0.148,222.86,,80.8,
Ohio,OH,"Lake County, Ohio",55.52531253,39.94680379,0.802376097,3.282205869,9.3,90.7,24.2,7.8,79.95,31424.44159,17.2,4.4,232337,45.4,7.9,12.8,91.3,2.85,3.3,1.2,0.1,1.2,41.9,3.1,3.4,0.08,21.7,0.28,0.205,0.283,0.112,232.3,64.2,0.131,0.064,182.55,1.5,51.1,6.1
South Carolina,SC,"Dillon County, South Carolina",48.19596443,49.86320109,0.461696306,0.675444596,34.2,65.8,9.2,3,71.45,20652.78064,56.8,23.9,31419,41.6,30.15,44.05,47.6,45.65,2.8,0.15,2,1.8,37.1,5.1,4.1,0.14,76.5,0.548,0.211,0.398,0.141,1036,425.3,0.216,0.143,1411.36,10.87,81.5,6.1
Virginia,VA,"Alexandria city, Virginia",17.80087116,76.82700581,0.791836954,2.710260271,9.1,90.9,60.4,29.1,66.8,50505.50318,9,8.45,141048,56.1,7.45,11.75,55.25,21.1,15,5.6,0.2,2.85,35.7,2.6,2.1,0.08,45.4,0.312,0.092,0.195,0.064,389.5,1070.5,0.141,0.046,190.53,4.11,33.1,4.9
Wisconsin,WI,"Clark County, Wisconsin",63.81015648,31.18541482,0.78978447,3.291998819,19.3,80.7,11.3,3.4,66.85,25277.65334,18.25,12.15,34091,27,12.75,17.95,95.5,0.25,2.85,0.35,0.55,0.55,37.1,3,2.5,0.05,23.4,0.167,0.213,0.294,0.081,158.3,32.7,0.18,0.071,223.17,,60.8,6.7
Wisconsin,WI,"Washburn County, Wisconsin",59.65338338,36.24020311,0.816867204,2.947345182,10.3,89.7,18.7,6.4,71.5,25497.83016,13.1,9,16247,44.8,13.05,19.85,95.8,0.55,1.2,0.35,1.05,1.05,46.7,3.6,2.8,0.07,31.6,0.303,0.231,0.306,0.101,125.7,,0.122,0.08,73.98,,71.3,
Kentucky,KY,"Menifee County, Kentucky",72.30215827,25.17985612,0.503597122,1.54676259,31.2,68.8,10.3,4.1,73.85,22211.23111,40.2,20.95,6496,53.3,19.7,26.6,95.8,1.25,0.7,0.4,0.05,1.85,43.3,6.6,4.4,0.12,51.3,0.291,0.361,0.358,0.149,332.4,150.7,0.217,0.124,36.03,,118.3,
Louisiana,LA,"Rapides Parish, Louisiana",64.77004821,32.22843872,0.552447306,1.509553468,17.9,82.1,19.4,6.2,73.65,24167.63429,31.45,12.75,131870,48.2,18.15,26.85,62.95,31.4,2.4,1.05,0.65,1.5,37,3.7,3.8,0.11,58.4,0.429,0.234,0.345,0.14,797.7,369.1,0.209,0.063,765.93,8.59,69.3,11
Illinois,IL,"Hancock County, Illinois",73.07495523,22.30749552,0.703504733,3.914044513,9.9,90.1,19.1,5.9,78.4,25474.66159,18.15,11.45,18912,40.6,12.55,16.9,97.4,0.25,1,0.25,0.25,0.85,44,4.2,,0.06,39.8,0.273,0.272,0.281,0.101,236.5,,0.127,0.092,90.94,,56.2,
Kentucky,KY,"Adair County, Kentucky",80.63418783,16.07338112,0.425221723,1.713036083,31.3,68.7,14.4,7.8,76.45,19131.21746,21.3,29.2,18264,33.3,21.25,23.6,94.25,3.2,1,0.35,0.15,1,38.5,5.7,5,0.09,41.5,0.269,0.34,0.339,0.125,230.1,,0.213,0.077,52.44,,77.6,
Minnesota,MN,"Goodhue County, Minnesota",54.98081291,36.98801786,1.025922155,4.424778761,9.8,90.2,22.7,6.3,75.1,31210.22476,15.65,7.7,45894,46.5,8,10.85,94,0.95,2.35,0.65,1,1.1,41.1,2.1,2.7,0.06,24.7,0.249,0.193,0.28,0.084,207.7,22.5,0.098,0.054,107.99,,85.8,
North Carolina,NC,"Forsyth County, North Carolina",43.35599882,53.61343466,,3.030566521,13.1,86.9,31.2,10.3,77.25,28197.07111,27.45,7.15,348760,43.5,15,22.95,60.4,25.25,10.95,1.65,0.3,1.45,37.2,3,3,0.1,44,0.386,0.197,0.26,0.101,765.7,437.7,0.187,0.09,563.58,6.44,58.6,10
New Mexico,NM,"Sierra County, New Mexico",58.22489804,31.07399495,1.456593513,8.487084871,16.1,83.9,16.8,5.4,66.6,20153.12254,53.05,13,12316,46.3,23.95,35.45,67.7,0.3,28.9,0.2,0.85,2.05,53.6,6.5,3.8,0.09,67.9,0.411,0.245,0.233,0.106,351.7,119.7,0.231,0.062,454.87,,140.8,
Virginia,VA,"Halifax County, Virginia",57.22884457,40.65856249,0.259648295,1.398560132,27.1,72.9,13.2,6,74.8,25522.52953,26.8,20.55,35850,32.9,19.25,26,60.25,36.65,1.65,0.35,0.2,1,43.9,3.8,3.8,0.11,44.5,0.414,0.211,0.326,0.143,540.8,248.5,0.165,0.094,123.73,6.68,94.7,13.3
Colorado,CO,"Otero County, Colorado",59.3092497,34.12068281,0.516077809,3.612544661,20.2,79.8,15.4,5,75.6,21647.60635,30.15,12.4,18832,46.7,21.6,30.05,56.95,0.5,39.65,0.75,0.9,1.25,40.8,3.7,3.8,0.1,58.9,0.413,0.204,0.255,0.075,339.3,63,0.195,0.095,295.68,,82.9,
Florida,FL,"Hardee County, Florida",69.13026264,28.33575294,0.316748053,1.847696978,40.1,59.9,7.5,2.3,63.2,20532.29143,34.8,20.4,28207,18,24.5,31.05,48.25,6.9,42.15,1.9,0.15,0.7,33.4,3.5,2.5,0.08,92.3,0.364,0.209,0.369,0.132,380.1,431.8,0.326,0.092,312.53,5.23,73.4,6.9
West Virginia,WV,"Morgan County, West Virginia",74.89194499,20.53700065,1.349050426,2.724296005,15.9,84.1,12.7,3.3,77,27269.38222,13,10.85,16922,35.7,15.8,22.5,96.8,0.45,1.05,0.35,0.2,1.1,43.5,3.9,3.8,0.08,35.4,0.238,0.252,0.323,0.126,85.5,56.8,0.211,0.073,127.39,,76.9,
Wyoming,WY,"Fremont County, Wyoming",67.50287131,25.38838179,1.408450704,4.67267122,11.2,88.8,22.8,8.5,71.05,24385.72191,22.45,7,38777,48.6,14.05,20.6,71.95,0.4,5.6,0.55,19.35,2.1,38.7,3.6,3.6,0.09,71.2,0.392,0.227,0.256,0.09,556.9,62.4,0.221,0.066,164.93,9.72,131.8,11.4
Alaska,AK,"Anchorage Municipality, Alaska",,,,,8.1,91.9,33,11.6,71.25,36142.90413,14.15,3.75,286107,39.2,7.85,11.1,64.15,5.45,7.85,7.15,6.5,8.9,33,3.3,3,0.06,37.7,0.319,0.157,0.257,0.07,863.1,164.5,0.183,0.054,840.06,6.29,66,5.6
North Carolina,NC,"Alleghany County, North Carolina",72.66973533,24.93287303,,2.397391638,28.6,71.4,16.1,5,64.75,16365.48095,50.45,13.3,11030,30.2,26.35,37.4,85.25,0.95,11.95,0.4,0.1,1.4,45.4,3.9,4.4,0.08,53.8,0.361,0.271,0.247,0.114,208.1,,0.272,0.106,,,95.6,
West Virginia,WV,"Pendleton County, West Virginia",74.34620174,22.60273973,0.560398506,2.272727273,20.1,79.9,13.1,4.7,64.8,22948.94381,23.65,19.95,7636,0,15.2,20.4,95.1,2.6,0.6,0.5,0.25,0.95,47.1,2.9,2.5,0.09,30.6,0.241,0.158,0.348,0.143,65.2,74.3,0.217,0.062,,,100.3,
Oklahoma,OK,"Mayes County, Oklahoma",73.51069246,21.78589613,,4.703411405,16.6,83.4,11.9,3.5,72.45,25933.35048,22.75,12,40462,36.5,16.45,20.85,68.1,0.5,2.6,0.4,14.9,13.45,39.5,4.4,4,0.07,61.2,0.299,0.284,0.36,0.137,241.6,46,0.244,0.061,300.94,4.59,108.3,8.1
Kentucky,KY,"Washington County, Kentucky",71.27886323,25.22202487,0.301953819,1.971580817,19.4,80.6,12.8,5.2,74.35,24639.86794,15.9,17.15,11541,19.5,15.55,21.95,88.95,6.85,2.9,0.15,0.1,1.15,39.4,3.6,4,0.07,34.6,0.286,0.21,0.331,0.135,489.6,,0.169,0.086,56.81,,101.9,
South Carolina,SC,"Union County, South Carolina",58.39331513,39.1081327,0.397120874,1.13344916,24.4,75.6,12.9,3.7,77.05,24729.45016,27.9,17.85,28380,60.2,20.15,27.4,66.45,31,0.95,0.15,0.2,1.3,41.7,3.8,3.4,0.13,71.4,0.488,0.258,0.359,0.145,791.5,234.5,0.185,0.14,698.89,5.39,68.7,9.7
Kentucky,KY,"Rockcastle County, Kentucky",83.86662679,13.6812201,0.373803828,1.300837321,31.5,68.5,11.6,4.9,75,21528.66032,41.45,29.9,16808,35.2,29.95,36.1,98,0.4,0.65,0.15,0.2,0.6,40,6.3,5.1,0.09,54.7,0.217,0.276,0.374,0.127,105.5,,0.193,0.091,88.55,,107.7,
Michigan,MI,"Schoolcraft County, Michigan",61.57552397,32.98000482,0.746807998,3.974945796,13.5,86.5,13.2,4.4,74.3,23210.84222,39.95,9.75,8449,42,17.55,24.45,87.2,1.15,0.5,0.3,7.25,3.7,47.5,,2.6,0.08,29.8,0.312,,0.275,0.113,58.9,,0.17,0.125,263.19,,83.3,
Virginia,VA,"Lee County, Virginia",80.6372287,17.39548808,0.35282797,1.133326206,28.5,71.5,12,3.8,71.3,21698.15143,44.8,18.85,25294,29.2,21.95,28.65,94.7,3.25,1.15,0.2,0.2,0.55,40.7,6,5,0.08,54.9,0.295,0.254,0.33,0.111,115.3,73.4,0.163,0.083,117.33,7.32,91.2,
Tennessee,TN,"Blount County, Tennessee",72.10360856,23.30806766,0.603676059,3.203533337,14.5,85.5,20.6,7.3,75.45,26001.94318,22.55,7.1,121249,28.9,12,17.7,92.4,2.85,2.25,0.8,0.3,1.45,40.8,3.3,2.6,0.08,43.3,0.271,0.209,0.319,0.108,259.1,87.2,0.161,0.068,321.96,3.36,76.8,6.9
Tennessee,TN,"Overton County, Tennessee",73.88651617,23.70957901,0.378279439,1.354484442,28.6,71.4,10.5,3.9,66.75,23432.16222,36.15,23.15,21449,27.9,19.3,23.25,97.15,0.75,0.5,0.1,0.15,1.35,41.3,5.2,3.8,0.08,43.8,0.15,0.281,0.314,0.118,126.3,,0.174,0.087,261.08,,91.8,
North Dakota,ND,"Billings County, North Dakota",83.10810811,9.797297297,0.675675676,5.236486486,10.9,89.1,16.8,4.3,77.95,26790.62699,13.45,6.75,847,28.6,8.3,12.9,98.8,0,0.25,0.25,0.65,0.05,45.8,,2.6,,,0.028,,0.313,0.09,,,0.148,0.018,189.99,,,
Nevada,NV,"White Pine County, Nevada",72.17068646,18.73840445,,4.002120329,16.2,83.8,13.4,3.8,76.2,30648.32762,15.45,11.6,9545,78.8,14.7,22,76.75,2.3,12.8,1.1,5.05,2.05,41.8,5.4,2.6,0.06,56.5,0.369,0.2,0.261,0.084,237.7,114.9,0.195,0.071,270.05,,123,
Maryland,MD,"Montgomery County, Maryland",20.32451629,75.86602988,1.380602498,2.428851335,9,91,56.7,29.8,81.35,45129.76889,7,6.25,958974,56.3,5.65,6.55,51.3,16.25,16.05,13.5,0.15,2.75,38.2,2.5,2.6,0.08,19.9,0.235,0.079,0.184,0.07,232,416.8,0.127,0.051,193.82,2.69,30.8,6
Maryland,MD,"Worcester County, Maryland",62.21891987,34.34750303,0.887724375,2.545852724,11.6,88.4,26.1,8.8,77.5,29984.24064,20.15,6.9,50267,44.4,9.95,15.55,80.65,14.25,2.75,0.95,0.2,1.2,47.5,3,3.4,0.07,32.7,0.316,0.183,0.322,0.122,423.2,166.5,0.142,0.116,509.14,,63.4,6.3
Arizona,AZ,"Gila County, Arizona",63.89382185,31.52631087,0.953360127,3.62650715,16.6,83.4,15,6.3,70.5,25923.70127,33.35,11.3,52723,27,19.1,27.05,66.45,0.3,17.4,0.35,14.35,1.25,46.9,4.6,5.5,0.09,81.5,0.39,0.244,0.263,0.112,271,59.6,0.196,0.094,409.39,10.01,114.9,9.6
North Dakota,ND,"Cass County, North Dakota",50.42445468,39.70586369,1.527783065,7.711243925,6,94,36.4,10.3,74.9,26302.27334,13.05,9.65,143790,31.6,12.8,11,90.9,2.1,2.15,2.05,1.2,1.55,31.4,2.6,2.4,0.07,19.2,0.246,0.161,0.27,0.07,322.2,,0.11,0.033,269.19,,40.2,5.1
Minnesota,MN,"Wilkin County, Minnesota",64.92833181,27.23391278,1.036901494,4.452577005,12,88,18.4,5.4,75.1,27662.79334,6.75,8.35,6515,48.9,8,4.75,95.4,0.15,2.2,0.3,0.9,1,43.1,3.3,,0.04,11.5,0.198,,0.302,0.086,106.2,,0.096,0.041,56.66,,,
Texas,TX,"Brooks County, Texas",23.61325116,74.61479199,0.539291217,1.232665639,46.3,53.7,12.5,4.5,79.25,18303.46762,52.2,24.45,7349,41.9,34.55,43,9.4,0.15,89.95,0.2,0.05,0.2,36.3,,,0.12,130.4,0.53,,0.29,0.106,886.2,155.8,0.25,0.071,361.79,,100.6,
Texas,TX,"Lamb County, Texas",77.84891165,19.71830986,0.204865557,2.227912932,28.1,71.9,13.8,3.7,74.6,21441.22127,34.5,12.85,13859,57.7,17.7,22.4,44.25,4.3,50.25,0.1,0.4,0.75,35.9,,,0.1,97.5,0.376,,0.298,0.098,409.4,80.4,0.299,0.077,350.87,,92.3,
Oregon,OR,"Morrow County, Oregon",67.635999,25.16921534,1.303584858,5.891200802,21.5,78.5,11.5,5.1,76.65,24347.10794,29.55,5.55,11283,44.9,16.05,22.9,65.35,0.2,30.75,0.65,0.9,2.15,36.1,4.3,,0.06,45.9,0.335,0.234,0.258,0.093,152.2,66.5,0.213,0.082,217.28,,54,
Louisiana,LA,"La Salle Parish, Louisiana",88.83982948,9.211327649,0.289281364,0.806942753,23,77,13.1,3.9,75.3,26320.21778,19.25,14.5,14431,44.5,14.5,18.15,84.25,12.3,1.55,0.2,0.95,0.75,37.8,3,3.6,0.08,59.8,0.227,0.263,0.354,0.117,300.3,309.4,0.204,0.046,298.63,,84.5,
Michigan,MI,"Ingham County, Michigan",33.22944605,60.88344147,1.40547506,4.022385712,9.3,90.7,35.5,15.1,81.65,22270.16032,24.2,9.65,279849,41,19.95,21.85,74.25,10.95,6.7,4.7,0.35,3.05,30.9,3.8,3.6,0.08,23.9,0.352,0.194,0.305,0.088,696.7,180.1,0.13,0.078,561.4,3.75,42.2,7.3
New York,NY,"Oneida County, New York",57.81153131,36.66006963,1.381801707,4.146597358,14,86,21.5,8.6,77.45,27168.07905,28.65,8.15,232953,47.3,14.7,24,86,5.55,4.3,2.15,0.15,1.75,40.4,4,4.1,0.08,30.9,0.369,0.232,0.275,0.092,321,371.3,0.11,0.086,251.73,3.53,45,8.1
Minnesota,MN,"Washington County, Minnesota",45.10476537,46.96484952,1.034702436,4.326428316,4.3,95.7,40,12.7,82.55,41267.92476,6.25,5.3,231843,48.1,4.95,5.7,86.65,3.2,3.1,4.7,0.35,2,37.6,2.9,2.2,0.06,13.6,0.211,0.154,0.243,0.07,170.8,62.4,0.065,0.053,82.85,1.25,35.1,4.5
Alaska,AK,"Wrangell City and Borough, Alaska",,,,,10.4,89.6,16.2,1.2,73.75,25676.14445,7.85,12,2268,46.5,9.05,10.6,68.65,0.8,1.95,0.7,17.55,10.4,42.1,,,,,,,,,,,,,,,,
Colorado,CO,"Mineral County, Colorado",52.7607362,36.34969325,1.687116564,6.441717791,2.6,97.4,39.1,12,62.05,20429.57937,0,5.3,894,,5.7,0,95.9,0.15,2.05,0.3,0.6,1,58.4,2.4,,,,0,,0.197,0.072,,,0.22,0.048,0,,,
Louisiana,LA,"Madison Parish, Louisiana",40.7227388,57.98816568,0.316990702,0.359256128,27.2,72.8,10.9,3.5,74.2,21971.57397,51.9,31.3,11941,74.9,30.4,38.45,36.1,60.45,2.15,0.2,0.15,1.1,34.6,3.2,3.2,0.14,88.1,0.599,0.246,0.402,0.127,1324.6,572.1,0.21,0.104,798,12.66,70,
Indiana,IN,"Porter County, Indiana",50.61836532,43.8359567,,5.545677979,8.7,91.3,25.2,8.9,80.4,31667.4908,15.75,5.05,162208,44.8,9.25,13.05,87.05,2.65,7.6,1.15,0.2,1.3,38.1,2.9,3.4,0.07,22.4,0.256,0.214,0.293,0.099,222.3,80.3,0.136,0.077,165.33,2.14,54,6.4
South Carolina,SC,"Beaufort County, South Carolina",54.94846778,40.64449636,0.626631854,2.554624158,9.4,90.6,37.4,14.1,66.85,26543.50762,16.6,6.1,155016,60.5,10.5,16,66.8,19.6,10.9,1.05,0.15,1.5,40.2,2.7,2.9,0.09,48.5,0.308,0.168,0.216,0.089,535,252.9,0.216,0.079,553.86,4.83,58.3,6.8
Louisiana,LA,"St. James Parish, Louisiana",45.14687629,53.10715763,0.364087712,0.810922631,17.8,82.2,12.4,3.5,79.25,29786.02032,23.45,13.7,21579,71.6,13.4,21.8,48.3,49.8,1.15,0.05,0.1,0.55,38.6,4.6,3.3,0.12,38.8,0.445,0.203,0.362,0.134,578.4,299.8,0.155,0.094,802.8,9.14,71.5,
Mississippi,MS,"Bolivar County, Mississippi",33.13069909,65.54438469,0.233808744,0.717013483,28.5,71.5,20.4,7.9,80.2,19694.04286,61.15,20.95,35705,82.8,36.8,54,32.45,64.7,1.75,0.5,0.1,0.45,33.6,3.9,3.4,0.14,78,0.629,0.216,0.356,0.142,1237.7,439.2,0.199,0.104,247.62,18.89,83.8,14.1
Virginia,VA,"King and Queen County, Virginia",56.9571231,40.13831259,0.497925311,2.074688797,24.2,75.8,9.9,2.6,60,29271.21842,34.9,15.4,6875,74.2,14.8,25,65.3,30.8,1.8,0.1,1.15,0.85,42.5,,,0.11,50.5,0.234,,0.339,0.124,400.2,165,0.186,0.068,163.05,,89.6,
Wisconsin,WI,"Marquette County, Wisconsin",60.30974018,35.94009983,0.639959043,2.393446819,14.4,85.6,12.8,3.6,72.5,25673.92794,21.35,8.5,15144,28.2,11,15.65,95.6,0.45,2.25,0.35,0.65,0.7,46.6,3.6,3.5,0.06,32.1,0.292,0.242,0.295,0.093,123.1,37,0.115,0.087,73.95,,101.1,
Georgia,GA,"Lowndes County, Georgia",57.88172656,39.6979328,,2.420340641,17.1,82.9,22.3,8.3,73.15,22158.75683,26.25,14.15,105836,44.6,20.75,25.35,57.9,34.55,3.95,1.3,0.3,2,30.1,4.2,3.2,0.11,48.7,0.413,0.246,0.313,0.111,1242.3,437,0.243,0.087,307.92,6.12,46,13.5
Texas,TX,"Lubbock County, Texas",66.86314501,28.50907608,0.642463798,3.985315113,16.6,83.4,27.5,9.5,75.75,21080.89143,26.35,7.8,270908,39.4,18.95,21.8,58.4,7.1,31.25,1.7,0.35,1.2,30.3,4.3,3.6,0.1,55.4,0.367,0.196,0.282,0.083,685.8,133.6,0.234,0.055,782.82,6.23,63.3,6.1
North Dakota,ND,"Mercer County, North Dakota",81.39789658,13.49693252,0.438212095,4.11919369,15,85,16.7,2.7,78.25,33328.86159,6.65,11.4,8189,39.5,6.5,10.1,94.95,0.4,0.9,0.4,2.55,0.8,45.7,2.7,2.3,0.08,13.5,0.19,0.151,0.298,0.089,130.2,,0.095,0.051,101.23,,69.4,
South Dakota,SD,"Codington County, South Dakota",66.53526438,27.20027423,,5.141828777,11.5,88.5,22.7,4.7,76.25,24993.3708,14.7,17.5,26678,33.3,13.2,15.1,94.85,0.4,1.05,0.3,2.6,0.8,38,2.7,2.1,0.06,43.5,0.305,0.186,0.297,0.078,430,,0.13,0.038,248.76,,64.4,
Idaho,ID,"Franklin County, Idaho",70.94017094,7.001272959,0.545553737,2.127659574,8.3,91.7,18.5,6.1,75.45,21745.67969,25.65,7.15,12529,22.5,14,21.05,91.55,0.1,6.95,0.15,0.45,0.75,31.5,3.7,3.9,0.06,26.2,0.113,0.096,0.282,0.091,54.5,,0.205,0.045,44.45,,57.6,
North Carolina,NC,"Northampton County, North Carolina",36.43069358,62.62678004,,0.94252638,30.9,69.1,12,4.5,75.65,22517.62032,42.9,16.9,21355,38.1,22.6,35.1,39.4,57.85,1.25,0.1,0.25,1.1,44.5,4.1,3.6,0.14,55.8,0.641,0.215,0.307,0.142,621.2,382.1,0.173,0.11,274.39,9.68,82.1,14.9
Minnesota,MN,"Carver County, Minnesota",52.73311314,39.03306595,0.885630286,4.466262568,5.2,94.8,42.7,12.4,82.4,39585.27429,4.2,8.4,89625,59.5,4.8,5.85,90.9,1.15,3.85,2.6,0.15,1.4,35.9,2.7,3,0.06,10.4,0.162,0.142,0.247,0.067,147.9,48.3,0.065,0.052,58.09,,41.5,2.9
Kentucky,KY,"Nelson County, Kentucky",64.65434238,30.9743886,0.630656653,2.720007703,16.2,83.8,15.4,6.4,75.65,27922.10667,18.7,14.25,42889,50.2,13.1,17.85,91.3,4.95,1.65,0.55,0.1,1.35,36.9,4.1,3.5,0.09,45.2,0.329,0.298,0.302,0.098,498,46.2,0.161,0.087,120.77,,81,5.2
Wisconsin,WI,"Vilas County, Wisconsin",60.72251542,35.44934215,0.862261206,2.527317327,8.3,91.7,25,7.7,74.9,22426.77715,23.65,6.25,21638,59.3,11.3,18.7,87.2,0.2,1.3,0.35,8.85,2.1,49.8,3.1,2.6,0.06,31,0.446,0.184,0.28,0.105,284.5,42.1,0.149,0.095,56.97,,89.2,
Maryland,MD,"St. Mary's County, Maryland",59.52976599,34.94874804,1.000686311,4.520799663,11,89,27.4,10,72.25,42207.96921,11.3,8.1,102645,39.4,7.35,9.25,77.45,14.05,3.25,2.3,0.3,2.65,35.7,3.3,2.9,0.07,31.1,0.253,0.193,0.281,0.092,267.9,110.5,0.091,0.059,286.15,2.42,49.6,7.4
Colorado,CO,"Lake County, Colorado",39.81102362,50.39370079,2.42519685,5.417322835,20.6,79.4,20.7,7.5,76,21959.74953,41.35,16.7,7667,53.8,23.05,36,56.75,0.25,40.55,0.5,1,0.9,34.6,5.2,2.6,0.15,68.3,0.404,0.146,0.192,0.049,215.4,,0.272,0.1,272.24,,95,
South Carolina,SC,"Georgetown County, South Carolina",54.9953996,41.9873727,0.517148387,1.576826676,16.6,83.4,21.8,8.1,76.05,23129.60826,39.75,10.85,60196,48.8,19.5,30.25,62.2,33.6,2.95,0.4,0.1,0.75,44.5,3.6,3.7,0.11,54.6,0.446,0.181,0.351,0.134,621.8,384,0.214,0.098,626.74,6.43,90.3,12.3
North Carolina,NC,"Ashe County, North Carolina",71.07142857,26.41337386,,2.515197568,23.2,76.8,17.2,6.1,71.05,21947.29842,30.4,15.1,26374,53.2,17.25,24.05,93.95,0.5,4.15,0.45,0.45,0.6,44.6,4.8,3.5,0.09,57,0.271,0.24,0.225,0.096,103.2,30.8,0.224,0.115,140.15,,97.1,
North Dakota,ND,"McLean County, North Dakota",73.51133308,20.55320784,0.557049558,4.782942758,14.2,85.8,17.4,3.1,74.25,27935.28984,19,14,8661,30.1,9.65,13.3,90.7,0.15,1.15,0.05,6.9,1,49.4,2.7,2.7,0.05,16.3,0.162,0.188,0.315,0.106,88.2,,0.129,0.044,60.65,,99.4,
Iowa,IA,"Cherokee County, Iowa",67.70126091,27.09343679,0.468800517,3.330100226,7.4,92.6,19.2,4.4,75.15,27268.0527,8.15,4.95,11876,40.1,4.95,5.8,95.95,0.6,2.2,0.6,0.1,0.55,46.9,,1.2,0.05,30.1,0.221,0.097,0.277,0.092,99.4,,0.101,0.046,311.88,,74.5,
Alabama,AL,"Hale County, Alabama",39.60049938,59.57553059,0.149812734,0.674157303,30.1,69.9,10,4.1,73.35,20564.3054,40.35,20.95,16877,54.5,25.15,33.35,39.85,58.75,0.65,0.25,0.1,0.35,39.1,3.9,4.1,0.14,44.5,0.549,,0.416,0.163,1199.7,283.7,0.191,0.099,415.06,15.75,82.8,
Kentucky,KY,"Metcalfe County, Kentucky",75.57912968,21.13011474,0.47629357,1.861874865,32.4,67.6,7.2,2.8,73.7,21113.15397,27.2,19.8,10107,44.5,19.05,26.9,96.25,1.45,1.25,0.25,0.1,0.7,41,6.5,4.9,0.09,66.7,0.238,0.371,0.343,0.131,139,,0.207,0.08,32.68,,96.8,
Idaho,ID,"Teton County, Idaho",43.51590818,43.43536045,1.993556182,3.685058397,11,89,31.6,7.8,69.75,25906.57619,7.8,1.75,9296,39.1,7.8,9,81.4,0.05,16.15,0.9,0.35,1.1,33.6,3.2,3.2,0.07,32.6,0.21,0.103,0.255,0.066,59,,0.286,0.057,64.15,,80.8,
